DATE,WILL5000INDFC
2018-06-29,128.11
2018-07-02,128.53
2018-07-03,128.03
2018-07-04,.
2018-07-05,129.16
2018-07-06,130.29
2018-07-09,131.43
2018-07-10,131.72
2018-07-11,130.82
2018-07-12,131.98
2018-07-13,132.10
2018-07-16,131.88
2018-07-17,132.43
2018-07-18,132.78
2018-07-19,132.44
2018-07-20,132.25
2018-07-23,132.45
2018-07-24,132.71
